speed,age,miles,group,risk
135.0,49.0,41.0,2,0.32832425608149995
117.0,81.0,9.0,0,0.508169182561365
142.0,34.0,48.0,0,0.8229451549796203
126.0,28.0,36.0,1,0.39421094303235343
142.0,37.0,52.0,0,0.5117899756434241
139.0,41.0,38.0,2,0.3311640501108982
119.0,100.0,41.0,1,0.48830733655677555
110.0,16.0,12.0,1,0.6536418480162777
140.0,38.0,44.0,1,0.7452389707081228
125.0,42.0,12.0,2,0.3827238200127009
96.0,21.0,12.0,1,0.8584145928793607
101.0,47.0,14.0,2,0.5718751092047991
100.0,28.0,14.0,1,0.49965126313234726
134.0,44.0,46.0,2,0.45661909421531255
109.0,50.0,51.0,1,0.45145938532887825
139.0,89.0,13.0,1,0.17654026429237746
140.0,60.0,60.0,1,0.5386626949009006
142.0,48.0,43.0,2,0.17331717073958416
128.0,90.0,12.0,0,0.6464740605681458
83.0,87.0,24.0,1,0.4364348635645604
104.0,32.0,7.0,2,0.41473225106055506
127.0,58.0,67.0,1,0.442722781062618
108.0,35.0,15.0,2,0.3023401780328346
130.0,84.0,29.0,0,0.9978409262205756
127.0,84.0,11.0,0,0.9299306161435479
94.0,31.0,25.0,1,0.0
139.0,48.0,33.0,2,0.48941344228756883
142.0,43.0,44.0,2,0.31856988789860174
116.0,80.0,21.0,0,0.44023477720375714
136.0,50.0,47.0,2,0.007200577703097233
125.0,50.0,46.0,1,0.5540405262329655
145.0,42.0,45.0,2,0.16155557083268407
115.0,28.0,34.0,2,0.20676826170841028
105.0,70.0,55.0,1,0.6485040151030143
100.0,63.0,47.0,1,0.6392861440599279
91.0,16.0,22.0,1,0.37465680727950507
124.0,62.0,1.0,1,0.4322929554203434
144.0,66.0,3.0,1,0.2767828787662162
101.0,49.0,8.0,1,0.589882401534789
124.0,75.0,24.0,0,0.30046312034675093
132.0,79.0,24.0,0,0.7704634664189867
111.0,41.0,1.0,2,0.04132940581958866
102.0,33.0,5.0,2,0.029021745963918766
109.0,47.0,21.0,2,0.0
129.0,88.0,51.0,1,0.4606099178754601
140.0,37.0,48.0,0,0.9064258869283035
139.0,37.0,47.0,0,0.3530716519536806
128.0,56.0,26.0,2,0.16069724733688684
111.0,70.0,39.0,2,0.23066688231087817
142.0,32.0,50.0,0,0.7393875987754952
131.0,69.0,29.0,0,0.5075219399228974
141.0,32.0,53.0,0,0.1371600023379277
141.0,31.0,48.0,2,0.4467007836650151
114.0,79.0,27.0,0,0.7403535742256158
95.0,32.0,5.0,1,0.23100888102664113
115.0,34.0,21.0,2,0.0
115.0,41.0,26.0,2,0.3896900288964064
144.0,53.0,41.0,2,0.3775314355733656
140.0,43.0,42.0,2,0.40912607404905743
135.0,60.0,33.0,1,0.31168571286415697
140.0,32.0,50.0,0,0.6875887405790262
119.0,70.0,15.0,0,0.748919590555971
135.0,44.0,33.0,2,0.0120043321958328
108.0,51.0,10.0,2,0.08799294145692563
88.0,18.0,1.0,1,0.7077301584091197
97.0,29.0,20.0,1,0.2541867142495612
98.0,33.0,16.0,2,0.35903509335534045
122.0,75.0,6.0,0,0.4209400979425329
140.0,52.0,34.0,2,0.3573588964522941
98.0,17.0,21.0,1,0.5300243030345375
92.0,65.0,20.0,2,0.28305463830450533
131.0,55.0,20.0,0,0.669207336853457
112.0,47.0,24.0,2,0.5049556260259791
139.0,39.0,45.0,0,0.6795043733794731
114.0,43.0,23.0,2,0.19848853089652813
146.0,45.0,36.0,2,0.34349897944516466
117.0,45.0,12.0,2,0.25469899295028375
121.0,56.0,8.0,2,0.5798264073536531
87.0,64.0,29.0,2,0.11377715966628982
102.0,80.0,22.0,0,0.6707038245010268
109.0,79.0,21.0,0,1.0
130.0,37.0,11.0,1,0.8563170132381006
120.0,52.0,9.0,2,0.22798719184761018
140.0,32.0,51.0,0,0.5866454215036295
140.0,37.0,46.0,0,0.6149809839191784
107.0,30.0,18.0,1,0.696639859543188
109.0,45.0,22.0,2,0.0
120.0,28.0,20.0,2,0.413511510068335
133.0,47.0,48.0,2,0.46387651364607274
117.0,37.0,37.0,1,0.47932603042546174
122.0,63.0,5.0,1,0.3943751417565728
105.0,41.0,27.0,2,0.1927863534977368
109.0,77.0,5.0,0,0.5716273609516359
138.0,36.0,53.0,0,1.0
122.0,78.0,19.0,0,0.9713343094977964
120.0,81.0,16.0,0,0.7714772116994452
115.0,40.0,16.0,2,0.33945603734251933
95.0,29.0,6.0,1,0.44401419613231485
138.0,57.0,23.0,1,0.3681813248599691
145.0,50.0,55.0,1,0.6393709997207337
136.0,48.0,32.0,2,0.25734166247059165
101.0,37.0,19.0,2,0.28838253298372596
105.0,25.0,16.0,2,0.35609489595990906
100.0,53.0,16.0,2,0.6992922562137207
113.0,49.0,51.0,1,1.0
115.0,42.0,24.0,2,0.34079958634804913
163.0,51.0,21.0,1,0.47921889197844436
117.0,65.0,44.0,1,0.24834555904963268
107.0,16.0,12.0,1,0.5238165960368623
100.0,21.0,15.0,1,0.49085319201852623
127.0,22.0,27.0,1,0.6359794511178024
140.0,33.0,53.0,0,0.6463715124995262
106.0,35.0,7.0,1,0.36829113482768194
138.0,47.0,43.0,2,0.0
90.0,20.0,15.0,1,0.47077451339599974
139.0,44.0,36.0,2,0.19558012311871598
146.0,41.0,34.0,2,0.4075663073756237
140.0,56.0,47.0,2,0.33377928126386275
104.0,55.0,19.0,2,0.37838445722686875
106.0,80.0,26.0,1,0.4417134507417783
148.0,45.0,42.0,2,0.2638578823931316
135.0,34.0,47.0,0,0.7817636374446826
110.0,18.0,19.0,1,1.0
131.0,41.0,23.0,1,0.6708543319979093
117.0,98.0,37.0,0,0.9154881167170403
109.0,32.0,11.0,2,0.17564164831639129
124.0,88.0,8.0,0,0.6517578403790645
133.0,54.0,43.0,2,0.19073247548737288
107.0,43.0,12.0,2,0.1604625463386823
173.0,73.0,57.0,1,0.4427171369697739
94.0,21.0,19.0,2,0.14244854625184683
86.0,17.0,5.0,1,0.8607898414228259
133.0,47.0,42.0,2,0.19718401203848201
123.0,95.0,17.0,0,0.7349280935562661
147.0,52.0,52.0,2,0.0
115.0,100.0,19.0,0,0.9300317985887787
135.0,45.0,38.0,2,0.36830903338477755
105.0,31.0,34.0,2,0.36066398664486793
134.0,53.0,56.0,1,0.6718453688376556
105.0,19.0,26.0,1,0.6292246726932914
114.0,40.0,20.0,2,0.6047015348803433
146.0,100.0,19.0,1,0.9139725812473023
104.0,62.0,19.0,2,0.2520012367569313
121.0,38.0,26.0,1,0.7081263185884968
100.0,26.0,26.0,1,0.8901100442635379
136.0,88.0,23.0,1,0.22835411783620257
107.0,46.0,33.0,2,0.4703559128119011
139.0,41.0,45.0,2,0.11006185265040985
90.0,17.0,7.0,1,0.47921337602440545
141.0,46.0,45.0,2,0.19575871991429475
106.0,43.0,22.0,2,0.39720716438584674
141.0,33.0,46.0,2,0.3257710143331483
135.0,81.0,30.0,0,0.8382052561468271
136.0,44.0,44.0,2,0.2387599193793027
98.0,38.0,29.0,2,0.025716428919589585
142.0,33.0,47.0,0,0.759327387548284
108.0,39.0,20.0,2,0.2509938556752546
114.0,69.0,1.0,0,0.7467583324933358
139.0,30.0,45.0,0,0.4554932242492943
115.0,46.0,29.0,2,0.2533351401766231
135.0,34.0,54.0,0,0.9628565592387408
111.0,52.0,9.0,2,0.5365815594495552
114.0,46.0,14.0,1,0.44601330282627516
105.0,16.0,8.0,1,0.46483534631843326
142.0,36.0,49.0,0,0.965465883628968
108.0,89.0,12.0,0,0.470099307551362
103.0,30.0,6.0,1,0.5711099163649043
141.0,31.0,48.0,0,0.5273258347839673
115.0,68.0,18.0,0,0.9669294330363871
142.0,39.0,48.0,0,0.8762755920950338
163.0,55.0,51.0,1,0.3223474566546719
123.0,36.0,9.0,2,0.523498042306152
127.0,87.0,17.0,0,0.795991462234042
139.0,36.0,47.0,0,0.353009023612004
134.0,44.0,45.0,2,0.23504818636556618
143.0,32.0,48.0,0,0.37055410642070385
143.0,37.0,49.0,0,0.3445356275256959
140.0,40.0,36.0,2,0.10826888746888627
129.0,52.0,28.0,1,0.5486537795720446
114.0,45.0,32.0,1,0.47237669735357
135.0,32.0,53.0,0,0.8832115760768479
122.0,52.0,45.0,1,0.6102578543424478
147.0,39.0,38.0,2,0.34406809535354843
115.0,19.0,9.0,2,0.3228918693062833
101.0,64.0,36.0,2,0.29865896025099353
136.0,52.0,39.0,2,0.03230822080357321
141.0,37.0,46.0,0,0.43188664365092483
97.0,55.0,38.0,2,0.08888499473712236
127.0,78.0,33.0,1,0.5692097361829903
144.0,30.0,51.0,0,0.8086449643007736
112.0,16.0,16.0,1,0.6531354626675162
111.0,32.0,12.0,2,0.13532739566879806
129.0,90.0,25.0,0,0.5546990409165118
94.0,73.0,50.0,1,0.8639499419566252
127.0,38.0,55.0,1,0.17332984288675363
102.0,33.0,24.0,2,0.3305833312092976
118.0,57.0,50.0,1,0.7661119732182311
154.0,51.0,56.0,1,0.4449005691754526
135.0,45.0,47.0,2,0.0
142.0,37.0,50.0,0,0.8368357157132001
112.0,44.0,47.0,1,0.4885360212025621
114.0,44.0,22.0,2,0.23873586310064393
96.0,19.0,13.0,1,0.399851016389254
110.0,29.0,8.0,1,0.19001559176168115
100.0,55.0,50.0,2,0.0
143.0,33.0,48.0,0,0.7765155714239046
102.0,24.0,27.0,1,0.7550832596875314
127.0,40.0,21.0,2,0.49888480538383895
136.0,89.0,19.0,0,0.6135596954215713
108.0,25.0,15.0,2,0.06159737938437443
140.0,56.0,35.0,1,0.7116852067024514
91.0,44.0,23.0,1,0.7369712926032215
119.0,74.0,21.0,0,0.7350457942083487
135.0,43.0,26.0,1,0.5012527982633854
110.0,43.0,15.0,2,0.0
144.0,48.0,33.0,2,0.09204597968019221
110.0,40.0,40.0,2,0.26190974962478686
116.0,39.0,19.0,2,0.538552624619314
95.0,61.0,36.0,2,0.0
90.0,76.0,1.0,1,0.6616436355619078
125.0,54.0,1.0,1,0.1700125466640291
116.0,42.0,18.0,1,0.8813745435464229
138.0,56.0,41.0,2,0.3611146221339696
117.0,59.0,43.0,1,0.6255152103043702
155.0,49.0,38.0,2,0.3793064757820267
126.0,43.0,35.0,2,0.4008474162039226
99.0,40.0,11.0,2,0.351295854211558
143.0,35.0,47.0,0,0.9410650554560047
151.0,85.0,21.0,1,0.43441722413499867
120.0,57.0,28.0,1,0.40852419747853885
131.0,38.0,39.0,2,0.4626070186082119
104.0,32.0,21.0,2,0.22951836755461147
137.0,37.0,46.0,0,0.6958492574334034
117.0,71.0,17.0,0,0.7597676585550687
115.0,92.0,24.0,0,1.0
142.0,35.0,47.0,0,0.7924736239549575
141.0,36.0,50.0,0,1.0
140.0,38.0,52.0,0,0.84986860008729
121.0,62.0,27.0,2,0.2635408221448146
103.0,39.0,23.0,2,0.01080252048592778
126.0,90.0,33.0,0,0.813912910085224
120.0,50.0,1.0,2,0.11648104162643064
107.0,37.0,16.0,2,0.20231840488974118
106.0,16.0,20.0,1,0.4915008046257393
106.0,77.0,35.0,0,0.43517382213807193
133.0,46.0,31.0,1,0.6296386411984689
118.0,52.0,33.0,1,0.32011604572210517
115.0,78.0,27.0,0,0.9844105674359624
128.0,45.0,25.0,1,0.837227578591363
130.0,49.0,36.0,2,0.4230307581849329
116.0,80.0,13.0,0,0.7220924187491691
108.0,37.0,10.0,1,0.712506089493582
100.0,89.0,29.0,0,0.32072880496435696
117.0,86.0,15.0,1,0.9873919593636655
132.0,40.0,57.0,1,0.6112285924288371
90.0,40.0,19.0,2,0.024689741109715946
124.0,49.0,40.0,1,0.3546780957066227
144.0,44.0,53.0,1,0.5426788900980998
96.0,23.0,17.0,1,0.17975947350267435
142.0,38.0,51.0,0,0.839168202213601
138.0,36.0,47.0,0,0.622072094694777
125.0,93.0,22.0,0,0.8238764410630248
120.0,45.0,21.0,2,0.5020582019877324
116.0,46.0,13.0,2,0.0
104.0,56.0,37.0,2,0.6068307290557258
108.0,69.0,27.0,2,0.4208801463475706
101.0,22.0,19.0,1,0.5347695044972312
103.0,16.0,10.0,1,0.6617973875784524
103.0,51.0,28.0,2,0.0359097020509378
121.0,84.0,20.0,0,0.6593124926897819
114.0,55.0,1.0,1,0.8479114173406548
104.0,50.0,18.0,2,0.1882627364669896
145.0,29.0,34.0,1,0.721549009250096
141.0,33.0,52.0,0,0.4798330381878102
142.0,36.0,46.0,0,0.45636726194907284
148.0,63.0,40.0,1,0.38174179602037883
105.0,37.0,19.0,2,0.07299907789069299
158.0,41.0,33.0,2,0.0
135.0,35.0,50.0,0,0.3464394192174287
124.0,41.0,29.0,2,0.30004023205856134
111.0,38.0,31.0,2,0.18674458590889476
94.0,20.0,25.0,1,0.22512184627246473
77.0,34.0,66.0,1,0.7776804466639462
106.0,69.0,21.0,1,0.421671644776684
91.0,16.0,7.0,1,0.4860060418120723
90.0,73.0,52.0,1,0.9189449676823416
118.0,46.0,14.0,2,0.400813844945501
115.0,38.0,32.0,1,0.4742712571203246
141.0,60.0,51.0,1,0.33481109812023024
130.0,22.0,47.0,1,0.6805072228396647
125.0,45.0,1.0,2,0.11112969904020994
117.0,47.0,36.0,1,0.4935270933914259
133.0,33.0,29.0,1,0.7789797421834095
124.0,65.0,35.0,2,0.0005484329157918744
101.0,20.0,9.0,1,0.0016206834776142376
112.0,74.0,23.0,1,0.6959614705581536
152.0,46.0,40.0,2,0.26024344100456986
95.0,27.0,19.0,1,0.5274516271615617
140.0,34.0,53.0,0,0.7675340821115013
124.0,89.0,6.0,0,0.5447191968461671
102.0,56.0,29.0,1,0.32293986029733035
118.0,50.0,59.0,1,0.1970875631533554
103.0,53.0,28.0,2,0.3983557529049729
138.0,33.0,46.0,0,0.6002305484688579
113.0,97.0,25.0,1,0.41952242728410255
96.0,57.0,39.0,2,0.6964059952628778
142.0,38.0,51.0,0,0.7013859058890934
99.0,45.0,17.0,1,0.31208126110388534
140.0,32.0,47.0,0,0.8961259679969452
139.0,33.0,51.0,0,0.7113271745857417
122.0,76.0,2.0,0,0.6726492462723414
150.0,42.0,41.0,2,0.10918184544444057
135.0,71.0,2.0,0,0.3577306423921782
146.0,46.0,43.0,2,0.0920997809894008
125.0,55.0,50.0,1,0.2683435246545167
132.0,52.0,29.0,2,0.3028135549905324
106.0,56.0,23.0,1,0.16602588800106277
134.0,53.0,43.0,1,0.46986995852542784
110.0,38.0,16.0,2,0.2944287333185833
120.0,60.0,35.0,1,0.1449951746763749
142.0,31.0,52.0,0,0.564971048419113
106.0,55.0,33.0,2,0.0
111.0,43.0,20.0,2,0.24802293447230098
136.0,35.0,47.0,0,0.45851839406619055
134.0,42.0,31.0,2,0.23237177053034186
100.0,16.0,25.0,1,0.2334096508424504
126.0,50.0,44.0,1,0.1633661010050768
140.0,32.0,56.0,0,0.8172708980472543
126.0,54.0,42.0,2,0.4492341975577883
141.0,39.0,52.0,0,0.7300745082776537
134.0,30.0,19.0,1,0.5207994345968395
104.0,34.0,14.0,2,0.40557465646118157
144.0,36.0,54.0,0,0.8098416383680209
109.0,31.0,1.0,2,0.3214537901765706
128.0,47.0,31.0,2,0.32986475614302524
136.0,45.0,29.0,2,0.2285731869535162
137.0,36.0,52.0,0,1.0
118.0,59.0,33.0,2,0.1919426892081436
147.0,38.0,53.0,0,0.5925460838789618
117.0,81.0,24.0,0,0.5756698477702743
99.0,33.0,10.0,2,0.3108945512213663
117.0,61.0,11.0,1,0.8370725942481112
117.0,36.0,19.0,2,0.2626009129332362
112.0,27.0,1.0,2,0.15647736353318778
140.0,25.0,51.0,0,0.6827094593409444
119.0,68.0,26.0,2,0.22826906652473572
109.0,77.0,18.0,1,0.7037353659891169
104.0,69.0,36.0,0,0.9207305871130849
114.0,46.0,10.0,2,0.42773146518721145
122.0,59.0,75.0,1,0.5549980331071115
139.0,47.0,60.0,1,0.3343477541753119
94.0,20.0,9.0,1,0.5900823288586857
138.0,33.0,50.0,0,0.7281181840779526
108.0,62.0,8.0,1,0.6459347807136789
131.0,54.0,8.0,2,0.210406090697009
116.0,44.0,16.0,2,0.15786791356802812
138.0,39.0,34.0,1,0.7960982707444242
113.0,54.0,11.0,2,0.34238261943858767
112.0,34.0,4.0,2,0.43627470783852784
116.0,44.0,30.0,2,0.39940918033354206
139.0,53.0,53.0,1,0.44338885376281656
136.0,47.0,33.0,2,0.4859682791427461
141.0,38.0,51.0,0,1.0
139.0,40.0,52.0,0,0.7917445995926289
110.0,50.0,17.0,2,0.0
138.0,35.0,51.0,0,0.7631232612347884
96.0,30.0,21.0,2,0.18261192883556313
114.0,16.0,11.0,1,0.6780612982372304
99.0,20.0,22.0,1,0.1525378651231637
119.0,53.0,54.0,1,0.5514255768062605
143.0,38.0,61.0,1,0.2776912199642531
121.0,55.0,1.0,2,0.29052349643350245
95.0,22.0,12.0,1,0.5182603261583878
110.0,43.0,19.0,2,0.32705069123823394
139.0,30.0,48.0,0,0.5299726473968962
144.0,38.0,47.0,0,0.9556781415055859
140.0,33.0,56.0,0,0.5841524403452194
117.0,56.0,27.0,2,0.19606158680345698
131.0,80.0,16.0,0,0.6392729051388396
132.0,53.0,74.0,1,0.6829605205240268
112.0,33.0,11.0,2,0.23217716350249423
131.0,16.0,38.0,1,0.2842736066557999
140.0,47.0,40.0,2,0.1622985666597441
96.0,19.0,27.0,1,0.7161048171011962
101.0,36.0,15.0,1,0.3051563131300737
104.0,44.0,27.0,1,0.5931872333167524
141.0,45.0,44.0,2,0.3638630503596485
142.0,36.0,47.0,0,0.7043267718883585
113.0,55.0,44.0,1,0.7788912443863995
96.0,50.0,14.0,2,0.36926353516902194
100.0,54.0,20.0,2,0.19930385488035968
104.0,23.0,19.0,1,0.3762523018108029
144.0,40.0,41.0,1,0.6960017170921465
127.0,48.0,69.0,1,0.35146592828583856
129.0,36.0,36.0,2,0.1169743907611675
110.0,58.0,45.0,1,0.45920068253391255
123.0,70.0,28.0,1,0.7763354416536586
103.0,24.0,9.0,2,0.15636857672935153
106.0,16.0,15.0,1,0.4330468461471398
98.0,35.0,34.0,2,0.043688344141132485
112.0,43.0,14.0,2,0.4277010125647974
108.0,46.0,34.0,1,0.48023841060277367
121.0,72.0,18.0,0,0.6170135342337129
107.0,64.0,29.0,2,0.3045899790822803
89.0,24.0,12.0,1,0.0
120.0,81.0,22.0,0,0.7863081434074839
132.0,52.0,44.0,2,0.1337908410541569
135.0,79.0,23.0,1,0.7612814112267898
154.0,47.0,41.0,2,0.2559984769088144
99.0,34.0,1.0,2,0.258732504675513
94.0,16.0,21.0,1,0.32207812879528613
142.0,40.0,46.0,2,0.2845126820139737
129.0,43.0,31.0,1,0.8615664005610357
106.0,35.0,28.0,2,0.4892890603205363
110.0,26.0,15.0,1,0.6294494723314821
105.0,33.0,4.0,1,0.4917038158476613
104.0,58.0,1.0,2,0.14215218279613884
104.0,52.0,21.0,2,0.3180073182933504
103.0,36.0,26.0,2,0.4771808270700372
110.0,59.0,16.0,2,0.23954802441270723
132.0,38.0,26.0,2,0.21731072507165777
138.0,34.0,50.0,0,0.9183150394486385
136.0,42.0,41.0,2,0.0
137.0,48.0,55.0,1,0.25773795020750045
139.0,34.0,52.0,0,1.0
140.0,32.0,51.0,0,0.6813610718497114
104.0,29.0,16.0,1,0.05984030818814201
124.0,36.0,21.0,1,0.40970586220223965
148.0,39.0,41.0,2,0.5652506365293696
140.0,42.0,48.0,2,0.7523637870369708
112.0,37.0,10.0,2,0.796181030578405
107.0,38.0,23.0,1,0.6726173636930612
97.0,29.0,10.0,1,0.6288578476881099
115.0,17.0,11.0,1,0.1842768313447345
112.0,65.0,27.0,2,0.36282349224309995
109.0,20.0,10.0,1,0.6023029975015223
123.0,49.0,50.0,2,0.8670179965214744
113.0,86.0,18.0,0,0.7011951567417524
98.0,50.0,30.0,2,0.22395813251556018
93.0,67.0,48.0,1,0.26824763981227584
108.0,45.0,62.0,1,0.4199248708835984
91.0,16.0,15.0,1,0.3912880771412546
124.0,51.0,19.0,2,0.5425339367568367
142.0,50.0,37.0,2,0.3210163153106958
121.0,43.0,19.0,2,0.0361948040814668
125.0,82.0,22.0,0,0.38954694150265
118.0,69.0,14.0,1,0.48214613205216833
147.0,61.0,55.0,1,0.9806648846767324
119.0,38.0,26.0,2,0.38244753638476314
100.0,66.0,23.0,2,0.4068792814934974
158.0,50.0,63.0,1,0.5536185009482579
116.0,19.0,48.0,1,0.6402283771541171
128.0,43.0,40.0,2,0.40769631805344836
114.0,51.0,13.0,2,0.23561116488904985
136.0,59.0,42.0,2,0.26205974534668275
94.0,29.0,6.0,1,0.35623099968756183
149.0,68.0,77.0,1,0.6636206527744645
118.0,39.0,18.0,2,0.4743935955293682
132.0,42.0,39.0,2,0.3499422878162391
115.0,48.0,13.0,2,0.0
132.0,35.0,40.0,1,0.4405669289059786
105.0,16.0,15.0,1,0.09678215795857814
103.0,65.0,12.0,0,1.0
123.0,41.0,2.0,2,0.4473224187576326
120.0,84.0,15.0,0,0.7045070537340193
99.0,17.0,13.0,1,0.1223154959117132
98.0,35.0,17.0,1,0.2545460118345909
112.0,37.0,11.0,2,0.4545304072299615
143.0,39.0,45.0,1,0.30364101939616017
104.0,42.0,20.0,2,0.383733790936601
115.0,18.0,10.0,1,0.619131220337651
91.0,42.0,7.0,2,0.4509675258887238
137.0,39.0,53.0,0,0.8892178337609907
124.0,81.0,11.0,0,0.6093046687162682
97.0,49.0,4.0,2,0.3796056765058792
104.0,16.0,13.0,1,0.36697665894731957
146.0,49.0,40.0,2,0.17400103898540584
124.0,47.0,40.0,1,0.5817129875728113
144.0,59.0,39.0,2,0.14151292234741958
115.0,82.0,23.0,0,0.7288661816925817
113.0,30.0,11.0,2,0.5041745923509755
142.0,34.0,53.0,0,0.7684483817220449
106.0,23.0,19.0,1,0.7248747213573044
138.0,32.0,48.0,0,0.7991575317834954
98.0,27.0,15.0,1,0.6461254284709046
113.0,62.0,57.0,1,0.3024677746721436
111.0,80.0,17.0,0,0.6700099757594654
100.0,46.0,28.0,2,0.0
124.0,49.0,29.0,2,0.0
140.0,39.0,55.0,0,0.9549032346981974
145.0,41.0,36.0,2,0.1648902889655355
140.0,36.0,63.0,1,0.6511329952172876
121.0,34.0,29.0,1,0.6269620397037612
99.0,16.0,19.0,1,0.8324403684801354
97.0,57.0,25.0,2,0.2574468437091966
139.0,40.0,53.0,0,0.733093307706692
140.0,32.0,49.0,0,0.5402250899444511
97.0,16.0,2.0,1,0.89442452125304
106.0,49.0,48.0,2,0.5827607537389272
151.0,29.0,29.0,1,0.2557432466259246
148.0,47.0,33.0,2,0.5052126330306054
133.0,90.0,19.0,0,0.638055029201883
101.0,21.0,14.0,1,0.7277983024010714
115.0,30.0,43.0,2,0.2051081146056015
135.0,57.0,50.0,1,0.2743691903789609
104.0,16.0,16.0,1,0.9656772986631862
124.0,90.0,23.0,0,0.6834125112525353
140.0,34.0,53.0,0,0.891791489912033
125.0,65.0,5.0,0,0.8172006461385758
138.0,39.0,42.0,2,0.382170865862884
111.0,54.0,13.0,2,0.10802923751371063
151.0,54.0,71.0,1,0.2224160921685523
116.0,43.0,33.0,2,0.0
134.0,37.0,55.0,0,0.46473353631005165
137.0,33.0,49.0,0,0.8870464722885056
95.0,50.0,16.0,1,0.5320747435207485
164.0,45.0,42.0,1,0.10020875392424705
120.0,72.0,27.0,0,1.0
114.0,16.0,21.0,1,0.35088655250263945
124.0,73.0,40.0,0,0.7563449373177503
142.0,31.0,53.0,0,0.3634587114819252
121.0,46.0,29.0,2,0.07982046271540305
123.0,68.0,8.0,0,0.7299810826637422
125.0,75.0,12.0,0,0.9024958935504658
137.0,37.0,48.0,0,0.43935963318278104
92.0,16.0,8.0,1,0.6825208374286561
137.0,33.0,46.0,0,0.5528026849773287
122.0,59.0,24.0,2,0.608417522402098
124.0,62.0,9.0,2,0.40814676341863854
106.0,43.0,12.0,2,0.20569922989435924
111.0,38.0,53.0,2,0.1942651041676174
101.0,16.0,17.0,1,0.820801333942782
96.0,16.0,5.0,1,0.6137078630068744
124.0,73.0,26.0,0,0.70220614459688
134.0,46.0,50.0,2,0.28355939646301076
141.0,19.0,21.0,1,0.5255247324435484
100.0,48.0,37.0,2,0.1267195958026929
139.0,44.0,51.0,1,0.3133770759380865
157.0,27.0,26.0,1,0.583368990749439
142.0,51.0,37.0,2,0.10977027886781812
140.0,47.0,48.0,2,0.0
96.0,27.0,11.0,1,0.6630765017194151
102.0,29.0,55.0,1,0.7436942989445423
91.0,28.0,9.0,1,0.41519487842424624
141.0,47.0,41.0,2,0.31559134775818565
169.0,51.0,33.0,1,0.15465772692670443
99.0,25.0,17.0,1,0.7209419223452269
137.0,45.0,35.0,2,0.32283386435499467
131.0,90.0,17.0,0,0.6977567743059876
131.0,43.0,47.0,1,0.3258673853340731
140.0,43.0,40.0,2,0.5265789515990001
137.0,45.0,52.0,0,0.9260116562034009
72.0,79.0,37.0,2,0.30143205757400804
91.0,22.0,14.0,1,0.6332081059472157
110.0,46.0,12.0,2,0.35631250174568757
127.0,29.0,35.0,1,0.4235363160277192
111.0,51.0,24.0,2,0.6565850162658371
129.0,55.0,36.0,1,0.45103342454174666
124.0,56.0,45.0,1,0.582399337268916
122.0,84.0,11.0,0,0.9895134643762853
144.0,35.0,50.0,0,0.7589354904122678
98.0,21.0,9.0,1,0.6664500410618389
100.0,41.0,13.0,2,0.623259614934774
126.0,36.0,26.0,1,0.8980694524283122
123.0,87.0,18.0,0,0.9790480712910281
151.0,38.0,39.0,2,0.426758684975555
125.0,40.0,42.0,1,0.1850281852748683
141.0,49.0,15.0,1,0.17964646101527948
103.0,55.0,13.0,2,0.3836592259875347
110.0,16.0,16.0,1,0.25230513690498574
139.0,41.0,42.0,2,0.18354573459541745
119.0,92.0,1.0,0,0.8131485087437
136.0,40.0,50.0,0,0.640137902928306
127.0,93.0,6.0,0,0.8061207200530882
116.0,88.0,32.0,0,0.6352532012051039
111.0,58.0,26.0,1,0.5108102915572639
121.0,88.0,6.0,0,0.8759993237951089
99.0,22.0,15.0,1,0.6486775462033683
113.0,74.0,48.0,1,0.22378466276833126
140.0,33.0,48.0,0,0.8418482042074016
144.0,41.0,50.0,0,0.7833117869783571
147.0,43.0,43.0,2,0.3515957661455352
108.0,63.0,21.0,1,0.37633905779974997
124.0,62.0,28.0,1,0.17357459365912692
140.0,35.0,45.0,0,0.7652680214565878
135.0,57.0,50.0,1,0.35991510319253484
104.0,28.0,31.0,2,0.12367379391061079
121.0,80.0,28.0,0,0.7321746677460469
103.0,19.0,25.0,1,0.6208737730153508
121.0,46.0,17.0,2,0.49948635435274596
110.0,27.0,3.0,2,0.3628974539082543
142.0,34.0,51.0,0,0.6755688710491669
144.0,64.0,58.0,1,0.519604530851133
132.0,63.0,48.0,1,0.5360540058592255
86.0,26.0,18.0,1,0.37643448418150316
106.0,16.0,8.0,1,0.5345871446288397
131.0,72.0,42.0,1,0.5059240668687289
110.0,27.0,9.0,1,0.6264961964710712
99.0,46.0,39.0,2,0.27723580618458976
144.0,55.0,38.0,2,0.28700173177513744
138.0,57.0,17.0,1,0.514766432466769
103.0,54.0,36.0,1,0.7178290782697132
125.0,83.0,11.0,0,0.7666556903920196
105.0,17.0,15.0,1,0.50520319404911
108.0,55.0,16.0,2,0.2432398002300123
94.0,23.0,24.0,1,0.43927532748323644
137.0,29.0,34.0,1,0.47079961719280905
110.0,37.0,20.0,2,0.0
120.0,49.0,34.0,1,0.5040559609568356
114.0,90.0,23.0,0,0.6766719238699008
145.0,53.0,36.0,2,0.2027064505457501
105.0,63.0,4.0,0,0.47570124897090893
88.0,40.0,44.0,1,0.6534810402247451
112.0,77.0,19.0,0,0.8079441618675286
109.0,75.0,21.0,0,0.8331658219880469
108.0,38.0,36.0,2,0.3591457463570276
105.0,61.0,18.0,2,0.3280373646751568
